This file was created using the 202002 Bloomberg database. It contains
value- and equal-weighted returns for the intersections of 2 ME portfolios
and 3 INV portfolios in Developed.

The portfolios are constructed at the end of June.  ME is market cap at the end
of June. Investment is the change in total assets from the fiscal year ending in year t-2
to the fiscal year ending in t-1, divided by t-2 total assets.
The annual returns are from January to December.

The break points include utilities and include financials.

The portfolios include utilities and include financials.

Missing data are indicated by -99.99.



  Average Value Weighted Returns -- Monthly
,SMALL LoINV,ME1 INV2,SMALL HiINV,BIG LoINV,ME2 INV2,BIG HiINV
201312   ,1.63   ,1.27   ,1.61   ,2.33   ,2.04   ,2.44
201401   ,2.99   ,1.25   ,1.98  ,-2.54  ,-2.97  ,-2.78
201402   ,3.99   ,2.97   ,3.87   ,5.49   ,4.95   ,5.88
201403   ,0.43   ,0.64  ,-0.10   ,0.30   ,0.47  ,-0.79
201404  ,-1.29  ,-0.51  ,-1.55   ,0.11   ,0.34  ,-0.69
201405   ,0.46   ,0.57   ,0.04   ,1.76   ,1.64   ,1.86
201406   ,3.21   ,3.19   ,3.89   ,2.33   ,2.29   ,3.29
201407   ,1.58  ,-1.06  ,-1.54  ,-2.92  ,-2.86  ,-2.75
201408   ,1.09   ,0.91   ,0.86   ,1.46   ,1.80   ,2.41
201409  ,-5.05  ,-3.91  ,-5.69  ,-4.05  ,-4.33  ,-3.99
201410  ,-3.26  ,-1.85  ,-3.00  ,-0.38   ,0.49   ,0.49
201411  ,-1.08  ,-0.93  ,-1.65   ,1.63   ,1.30   ,0.75
201412  ,-2.55  ,-0.85  ,-2.36  ,-1.50  ,-1.01  ,-1.44
201501  ,-1.91  ,-1.98  ,-2.49  ,-2.01  ,-1.48  ,-1.52
201502   ,4.89   ,4.19   ,4.52   ,6.84   ,6.30   ,7.40
201503  ,-0.61  ,-0.42  ,-1.10  ,-0.99  ,-0.89  ,-0.89
201504   ,7.47   ,5.89   ,7.51   ,3.14   ,3.13   ,3.46
201505   ,1.58   ,0.99   ,1.69  ,-0.20  ,-0.12   ,0.91
201506  ,-0.31   ,0.20  ,-0.33  ,-2.85  ,-2.16  ,-1.70
201507  ,-2.89  ,-1.58  ,-2.53   ,0.05   ,0.53  ,-0.17
201508  ,-4.36  ,-3.81  ,-5.65  ,-5.55  ,-5.36  ,-6.10
201509  ,-2.76  ,-2.32  ,-3.44  ,-4.67  ,-3.95  ,-5.54
201510   ,4.90   ,4.83   ,5.03   ,7.50   ,6.63   ,6.72
201511  ,-1.46  ,-0.36  ,-0.16  ,-0.82  ,-0.27   ,0.46
201512  ,-0.69  ,-0.19  ,-0.62  ,-2.52  ,-1.97  ,-2.96
201601  ,-6.08  ,-6.45  ,-8.24  ,-7.07  ,-6.39  ,-9.43
201602   ,2.29   ,0.96   ,0.32   ,1.40   ,0.79  ,-0.22
201603   ,9.76   ,8.16   ,8.90   ,8.55   ,7.93   ,9.31
201604   ,6.08   ,4.86   ,4.94   ,3.48   ,2.39   ,3.30
201605  ,-1.54  ,-0.47  ,-0.85  ,-0.91   ,0.24   ,0.68
201606  ,-1.01  ,-1.29  ,-2.56  ,-2.47  ,-2.73  ,-3.36
201607   ,5.50   ,5.56   ,5.08   ,4.92   ,4.87   ,5.81
201608   ,1.20   ,0.92   ,2.31   ,0.24   ,0.36   ,0.58
201609   ,3.93   ,2.91   ,4.23   ,1.77   ,1.09   ,1.01
201610  ,-1.18  ,-1.19  ,-2.37  ,-1.92  ,-1.66  ,-3.41
201611   ,0.14   ,0.67  ,-0.39   ,2.59   ,1.11   ,0.47
201612   ,1.41   ,3.02   ,0.76   ,2.01   ,2.37   ,1.37
201701   ,7.44   ,5.11   ,5.85   ,3.32   ,3.09   ,3.76
201702   ,2.46   ,1.88   ,1.73   ,1.32   ,1.81   ,2.04
201703   ,1.84   ,2.03   ,1.47   ,1.61   ,1.87   ,1.77
201704   ,0.10   ,2.39   ,0.62   ,1.76   ,2.51   ,2.71
201705   ,1.03   ,2.24   ,1.59   ,1.23   ,2.34   ,2.57
201706   ,1.93   ,2.64   ,2.02   ,0.82   ,1.09   ,1.35
201707   ,3.98   ,3.55   ,3.57   ,3.08   ,2.29   ,2.29
201708   ,0.23   ,0.73   ,0.40  ,-0.39   ,0.34   ,0.19
201709   ,4.06   ,3.04   ,3.03   ,3.34   ,2.45   ,2.41
201710   ,1.41   ,1.40   ,1.77   ,1.22   ,1.64   ,1.90
201711   ,2.68   ,1.83   ,2.40   ,1.87   ,2.17   ,2.23
201712   ,3.45   ,2.31   ,3.26   ,2.37   ,1.46   ,1.75
201801   ,7.15   ,4.91   ,6.37   ,5.07   ,4.42   ,4.68
201802  ,-3.67  ,-2.97  ,-3.77  ,-4.63  ,-3.97  ,-2.77
201803  ,-1.00  ,-0.70  ,-0.88  ,-1.26  ,-0.76  ,-0.14
201804  ,-0.56   ,0.31  ,-0.86   ,1.56   ,0.68   ,0.68
201805  ,-0.08   ,0.57   ,0.98  ,-0.27  ,-0.10   ,1.33
201806  ,-2.48  ,-1.59  ,-2.83  ,-0.78  ,-0.40  ,-0.36
201807   ,0.03   ,0.42  ,-0.22   ,1.93   ,2.11   ,1.44
201808  ,-0.81  ,-0.81  ,-0.55  ,-0.54   ,0.22   ,2.66
201809  ,-0.39  ,-0.40  ,-0.33   ,0.60   ,0.00  ,-0.49
201810  ,-8.25  ,-8.03 ,-10.54  ,-8.50  ,-8.39 ,-10.49
201811  ,-0.66   ,0.15  ,-0.65   ,0.06   ,1.32   ,0.48
201812  ,-7.85  ,-6.30  ,-8.14  ,-7.76  ,-7.24  ,-7.98
201901   ,8.22   ,6.12   ,7.58   ,9.15   ,8.45  ,10.57
201902   ,2.31   ,2.15   ,1.77   ,2.96   ,2.65   ,4.34
201903  ,-0.27  ,-0.71  ,-0.41  ,-0.14  ,-0.36   ,0.49
201904   ,1.65   ,2.25   ,1.45   ,3.06   ,3.70   ,4.18
201905  ,-4.17  ,-3.71  ,-4.55  ,-6.87  ,-6.46  ,-6.07
201906   ,2.89   ,3.05   ,2.78   ,6.41   ,6.24   ,6.59
201907   ,0.10  ,-0.23  ,-0.55  ,-0.54  ,-0.65   ,0.85
201908  ,-3.05  ,-3.68  ,-4.12  ,-3.68  ,-2.63  ,-3.29
201909   ,2.12   ,2.60   ,1.64   ,3.08   ,3.16   ,0.91
201910   ,1.62   ,3.01   ,2.27   ,2.55   ,2.75   ,3.08
201911   ,1.28   ,1.22   ,1.63   ,2.35   ,2.26   ,4.59
201912   ,5.26   ,4.64   ,5.21   ,3.36   ,3.02   ,3.07
202001  ,-0.26  ,-1.58  ,-1.87  ,-3.23  ,-2.34  ,-0.35
202002  ,-9.36  ,-9.72  ,-9.61  ,-9.44  ,-8.96  ,-8.35



  Average Value Weighted Returns -- Annual
,SMALL LoINV,ME1 INV2,SMALL HiINV,BIG LoINV,ME2 INV2,BIG HiINV
1991  ,18.44  ,21.38  ,24.46  ,12.45  ,18.51  ,22.57
1992  ,-3.99   ,0.81  ,-4.70  ,-0.79  ,-5.14 ,-10.83
1993  ,34.33  ,33.39  ,26.24  ,25.71  ,18.68  ,17.06
1994  ,11.42   ,8.23   ,0.56   ,8.52   ,7.47   ,1.08
1995  ,16.32  ,13.76  ,17.83  ,18.54  ,18.57  ,20.77
1996  ,10.86  ,13.72  ,10.84   ,9.77  ,13.98  ,13.42
1997  ,-3.85   ,4.57  ,-1.93  ,13.84  ,18.18  ,13.15
1998   ,6.25   ,6.24   ,0.48  ,17.59  ,24.19  ,25.25
1999  ,31.15  ,20.21  ,46.37  ,14.86  ,21.95  ,53.03
2000  ,-0.68   ,2.16 ,-27.88  ,-2.14  ,-3.00 ,-31.99
2001  ,-1.70  ,-0.26 ,-19.57  ,-8.12 ,-15.35 ,-24.63
2002  ,-3.34  ,-0.91 ,-21.89 ,-11.81 ,-16.32 ,-25.41
2003  ,68.36  ,54.91  ,55.38  ,41.69  ,31.01  ,33.75
2004  ,27.27  ,28.37  ,26.63  ,14.55  ,16.39  ,17.73
2005  ,18.59  ,17.92  ,18.49  ,10.33  ,10.33  ,13.33
2006  ,18.39  ,20.23  ,16.41  ,23.20  ,20.18  ,21.07
2007   ,2.16   ,3.52   ,3.31  ,10.62   ,9.89  ,12.49
2008 ,-34.48 ,-37.98 ,-51.15 ,-34.47 ,-39.31 ,-47.68
2009  ,33.06  ,36.95  ,52.44  ,24.56  ,28.65  ,43.23
2010  ,27.79  ,22.67  ,20.44  ,12.85  ,14.10  ,11.77
2011 ,-13.11  ,-8.54 ,-14.43  ,-7.37  ,-5.45  ,-6.53
2012  ,19.88  ,17.10  ,11.64  ,20.29  ,15.44  ,16.77
2013  ,33.36  ,29.31  ,29.22  ,31.61  ,26.83  ,28.30
2014  ,-2.13  ,-0.78  ,-2.67   ,2.70   ,3.77   ,5.61
2015  ,-0.50   ,3.45   ,2.03  ,-2.02  ,-2.58   ,4.80
2016  ,14.92  ,15.69   ,7.82  ,11.68   ,8.42   ,1.38
2017  ,22.82  ,25.49  ,28.74  ,21.52  ,22.77  ,29.19
2018 ,-16.87 ,-13.61 ,-16.98 ,-12.06  ,-9.04  ,-5.57
2019  ,18.30  ,20.41  ,21.43  ,25.21  ,26.11  ,30.74



  Average Equal Weighted Returns -- Annual
,SMALL LoINV,ME1 INV2,SMALL HiINV,BIG LoINV,ME2 INV2,BIG HiINV
1991  ,34.87  ,24.27  ,26.93  ,16.61  ,17.81  ,18.21
1992   ,4.09   ,2.18  ,-1.56  ,-7.16  ,-5.95  ,-8.57
1993  ,55.84  ,40.16  ,32.46  ,26.96  ,24.55  ,22.62
1994  ,16.02  ,12.68   ,1.24  ,12.04   ,8.03   ,5.28
1995  ,19.17  ,15.54  ,19.13  ,13.28  ,13.90  ,13.25
1996  ,22.43  ,19.26  ,18.12  ,11.15  ,11.37   ,8.47
1997  ,-1.26   ,5.18  ,-5.59   ,4.04   ,6.67   ,3.22
1998   ,7.70   ,7.09  ,-2.55  ,12.55  ,13.99  ,10.35
1999  ,51.93  ,28.15  ,47.93  ,15.76  ,15.84  ,41.48
2000   ,1.19  ,-0.62 ,-24.46   ,4.80   ,8.33 ,-25.73
2001   ,3.56   ,7.32 ,-12.72  ,-5.21  ,-4.29 ,-21.33
2002   ,4.39   ,4.48 ,-19.02  ,-4.39  ,-7.90 ,-27.63
2003  ,93.17  ,68.85  ,70.95  ,55.61  ,45.32  ,48.68
2004  ,30.36  ,31.11  ,26.75  ,21.46  ,23.37  ,24.00
2005  ,14.92  ,18.61  ,14.24  ,14.31  ,14.93  ,16.69
2006  ,28.04  ,22.11  ,18.90  ,23.61  ,22.61  ,19.65
2007  ,14.88   ,8.70   ,2.12   ,5.07   ,8.13   ,9.78
2008 ,-42.92 ,-41.30 ,-55.69 ,-38.55 ,-40.93 ,-52.12
2009  ,78.04  ,59.50  ,83.99  ,43.20  ,45.89  ,67.49
2010  ,33.16  ,23.33  ,20.67  ,23.99  ,20.04  ,18.81
2011 ,-12.52  ,-7.13 ,-15.52  ,-9.95  ,-6.96 ,-10.46
2012  ,20.10  ,16.62   ,9.45  ,19.76  ,18.51  ,16.18
2013  ,31.88  ,27.39  ,20.36  ,34.33  ,29.02  ,29.04
2014   ,0.10   ,0.22  ,-5.53   ,1.30   ,1.76   ,1.81
2015   ,3.17   ,5.06   ,1.67  ,-2.94  ,-0.35  ,-0.89
2016  ,21.41  ,18.25  ,11.60  ,12.37  ,10.10   ,5.01
2017  ,35.01  ,33.30  ,31.36  ,23.74  ,25.64  ,27.98
2018 ,-17.80 ,-14.08 ,-20.32 ,-14.35 ,-12.15 ,-11.39
2019  ,18.81  ,17.47  ,15.01  ,22.81  ,23.45  ,32.25



  Number of Firms in Portfolios
,SMALL LoINV,ME1 INV2,SMALL HiINV,BIG LoINV,ME2 INV2,BIG HiINV
199007   ,2040   ,1391   ,1842    ,784   ,1042    ,788
199008   ,2029   ,1390   ,1841    ,784   ,1042    ,788
199009   ,2028   ,1390   ,1839    ,784   ,1041    ,787
199010   ,2025   ,1388   ,1833    ,783   ,1039    ,787
199011   ,2006   ,1385   ,1829    ,782   ,1038    ,787
199012   ,1999   ,1383   ,1824    ,780   ,1038    ,787
199101   ,1995   ,1382   ,1822    ,780   ,1038    ,786
199102   ,1991   ,1381   ,1818    ,779   ,1038    ,786
199103   ,1989   ,1381   ,1814    ,779   ,1038    ,785
199104   ,1984   ,1380   ,1812    ,779   ,1037    ,784
199105   ,1977   ,1378   ,1807    ,778   ,1037    ,784
199106   ,1971   ,1376   ,1804    ,777   ,1036    ,782
199107   ,2388   ,1591   ,1739    ,792   ,1055    ,799
199108   ,2380   ,1587   ,1739    ,791   ,1054    ,799
199109   ,2374   ,1587   ,1738    ,789   ,1053    ,799
199110   ,2354   ,1579   ,1734    ,789   ,1053    ,799
199111   ,2339   ,1576   ,1728    ,789   ,1052    ,798
199112   ,2330   ,1575   ,1721    ,789   ,1052    ,798
199201   ,2328   ,1572   ,1715    ,787   ,1051    ,796
199202   ,2321   ,1571   ,1714    ,787   ,1051    ,796
199203   ,2313   ,1570   ,1713    ,787   ,1051    ,796
199204   ,2308   ,1569   ,1711    ,785   ,1051    ,796
199205   ,2301   ,1566   ,1708    ,783   ,1051    ,796
199206   ,2297   ,1561   ,1706    ,781   ,1051    ,795
199207   ,3467   ,1903   ,2075    ,884   ,1179    ,889
199208   ,3457   ,1902   ,2073    ,883   ,1176    ,889
199209   ,3451   ,1898   ,2072    ,883   ,1175    ,889
199210   ,3437   ,1894   ,2069    ,882   ,1175    ,888
199211   ,3434   ,1891   ,2062    ,882   ,1175    ,887
199212   ,3424   ,1888   ,2060    ,882   ,1175    ,887
199301   ,3414   ,1887   ,2057    ,882   ,1173    ,885
199302   ,3408   ,1887   ,2056    ,882   ,1172    ,885
199303   ,3401   ,1884   ,2055    ,882   ,1172    ,885
199304   ,3393   ,1884   ,2052    ,882   ,1171    ,885
199305   ,3386   ,1880   ,2052    ,882   ,1171    ,883
199306   ,3381   ,1874   ,2051    ,880   ,1169    ,883
199307   ,3787   ,2331   ,2593    ,950   ,1265    ,951
199308   ,3778   ,2322   ,2589    ,950   ,1265    ,951
199309   ,3765   ,2319   ,2588    ,950   ,1264    ,951
199310   ,3762   ,2316   ,2588    ,948   ,1264    ,951
199311   ,3749   ,2314   ,2586    ,947   ,1263    ,949
199312   ,3737   ,2311   ,2579    ,947   ,1261    ,948
199401   ,3729   ,2306   ,2577    ,942   ,1261    ,948
199402   ,3717   ,2300   ,2575    ,942   ,1260    ,947
199403   ,3708   ,2296   ,2570    ,940   ,1259    ,947
199404   ,3700   ,2292   ,2564    ,939   ,1257    ,947
199405   ,3687   ,2290   ,2556    ,938   ,1256    ,947
199406   ,3681   ,2284   ,2551    ,938   ,1252    ,946
199407   ,3923   ,2585   ,3108   ,1062   ,1417   ,1062
199408   ,3915   ,2577   ,3104   ,1061   ,1417   ,1062
199409   ,3903   ,2571   ,3100   ,1061   ,1413   ,1061
199410   ,3888   ,2564   ,3094   ,1056   ,1412   ,1059
199411   ,3873   ,2555   ,3087   ,1055   ,1410   ,1059
199412   ,3856   ,2551   ,3078   ,1055   ,1409   ,1058
199501   ,3838   ,2543   ,3068   ,1052   ,1405   ,1055
199502   ,3815   ,2539   ,3063   ,1051   ,1403   ,1053
199503   ,3797   ,2531   ,3056   ,1050   ,1403   ,1051
199504   ,3780   ,2524   ,3045   ,1045   ,1401   ,1048
199505   ,3766   ,2518   ,3041   ,1042   ,1400   ,1047
199506   ,3751   ,2510   ,3033   ,1038   ,1399   ,1047
199507   ,3654   ,3099   ,3790   ,1072   ,1435   ,1076
199508   ,3635   ,3091   ,3778   ,1069   ,1432   ,1075
199509   ,3620   ,3086   ,3768   ,1066   ,1430   ,1073
199510   ,3604   ,3081   ,3753   ,1063   ,1426   ,1072
199511   ,3587   ,3067   ,3739   ,1060   ,1425   ,1069
199512   ,3572   ,3056   ,3728   ,1057   ,1418   ,1067
199601   ,3550   ,3037   ,3716   ,1053   ,1413   ,1064
199602   ,3538   ,3020   ,3699   ,1047   ,1407   ,1059
199603   ,3525   ,3010   ,3685   ,1045   ,1403   ,1056
199604   ,3503   ,2998   ,3677   ,1039   ,1399   ,1055
199605   ,3484   ,2992   ,3663   ,1034   ,1396   ,1052
199606   ,3464   ,2981   ,3651   ,1032   ,1395   ,1049
199607   ,4412   ,3380   ,3792   ,1135   ,1518   ,1138
199608   ,4394   ,3369   ,3782   ,1133   ,1511   ,1134
199609   ,4366   ,3357   ,3764   ,1128   ,1503   ,1127
199610   ,4341   ,3340   ,3753   ,1124   ,1500   ,1126
199611   ,4324   ,3327   ,3737   ,1123   ,1494   ,1126
199612   ,4307   ,3313   ,3725   ,1122   ,1493   ,1123
199701   ,4275   ,3289   ,3714   ,1114   ,1483   ,1119
199702   ,4251   ,3278   ,3699   ,1110   ,1482   ,1115
199703   ,4226   ,3263   ,3685   ,1109   ,1480   ,1114
199704   ,4212   ,3242   ,3671   ,1109   ,1476   ,1113
199705   ,4194   ,3229   ,3660   ,1105   ,1470   ,1109
199706   ,4171   ,3215   ,3646   ,1103   ,1464   ,1106
199707   ,4920   ,3562   ,4284   ,1045   ,1392   ,1046
199708   ,4890   ,3547   ,4265   ,1038   ,1386   ,1044
199709   ,4864   ,3528   ,4250   ,1033   ,1377   ,1040
199710   ,4825   ,3518   ,4230   ,1028   ,1374   ,1039
199711   ,4801   ,3486   ,4212   ,1024   ,1369   ,1036
199712   ,4775   ,3466   ,4193   ,1021   ,1367   ,1034
199801   ,4736   ,3436   ,4158   ,1015   ,1362   ,1030
199802   ,4703   ,3418   ,4143   ,1012   ,1357   ,1023
199803   ,4674   ,3388   ,4119   ,1010   ,1351   ,1020
199804   ,4643   ,3365   ,4094   ,1003   ,1345   ,1019
199805   ,4620   ,3346   ,4069    ,998   ,1341   ,1018
199806   ,4587   ,3323   ,4049    ,993   ,1338   ,1015
199807   ,5372   ,4097   ,4495    ,886   ,1180    ,887
199808   ,5326   ,4066   ,4477    ,882   ,1176    ,884
199809   ,5276   ,4045   ,4453    ,877   ,1167    ,884
199810   ,5210   ,4018   ,4426    ,872   ,1160    ,881
199811   ,5164   ,3985   ,4408    ,865   ,1151    ,879
199812   ,5114   ,3969   ,4385    ,856   ,1146    ,878
199901   ,5053   ,3930   ,4364    ,847   ,1136    ,873
199902   ,5020   ,3902   ,4338    ,843   ,1132    ,872
199903   ,4977   ,3877   ,4310    ,838   ,1129    ,871
199904   ,4915   ,3850   ,4274    ,833   ,1126    ,868
199905   ,4880   ,3834   ,4244    ,828   ,1120    ,864
199906   ,4849   ,3804   ,4220    ,824   ,1119    ,859
199907   ,5700   ,4224   ,4480    ,777   ,1036    ,777
199908   ,5635   ,4187   ,4443    ,774   ,1026    ,774
199909   ,5574   ,4155   ,4416    ,770   ,1019    ,773
199910   ,5520   ,4123   ,4388    ,767   ,1013    ,772
199911   ,5476   ,4087   ,4366    ,763   ,1009    ,769
199912   ,5420   ,4048   ,4333    ,755   ,1006    ,764
200001   ,5385   ,4019   ,4297    ,751    ,999    ,759
200002   ,5346   ,3995   ,4270    ,749    ,996    ,754
200003   ,5318   ,3953   ,4232    ,747    ,993    ,750
200004   ,5273   ,3921   ,4198    ,742    ,988    ,749
200005   ,5236   ,3896   ,4172    ,737    ,984    ,746
200006   ,5203   ,3869   ,4131    ,734    ,976    ,742
200007   ,6450   ,4629   ,3765    ,746    ,995    ,745
200008   ,6397   ,4596   ,3748    ,739    ,987    ,741
200009   ,6343   ,4567   ,3727    ,733    ,978    ,736
200010   ,6275   ,4533   ,3700    ,725    ,972    ,730
200011   ,6221   ,4499   ,3680    ,720    ,966    ,725
200012   ,6185   ,4457   ,3654    ,714    ,958    ,722
200101   ,6124   ,4431   ,3633    ,708    ,953    ,716
200102   ,6070   ,4396   ,3609    ,707    ,948    ,713
200103   ,6029   ,4355   ,3594    ,706    ,944    ,710
200104   ,5973   ,4321   ,3560    ,698    ,938    ,705
200105   ,5932   ,4296   ,3525    ,695    ,934    ,702
200106   ,5900   ,4264   ,3501    ,690    ,931    ,698
200107   ,5947   ,4130   ,4740    ,720    ,958    ,720
200108   ,5899   ,4092   ,4710    ,716    ,955    ,719
200109   ,5856   ,4066   ,4686    ,712    ,948    ,718
200110   ,5807   ,4048   ,4670    ,711    ,943    ,716
200111   ,5759   ,4020   ,4649    ,707    ,936    ,714
200112   ,5707   ,4003   ,4621    ,705    ,934    ,713
200201   ,5657   ,3984   ,4592    ,702    ,927    ,707
200202   ,5620   ,3964   ,4570    ,699    ,924    ,703
200203   ,5576   ,3949   ,4543    ,696    ,923    ,698
200204   ,5541   ,3919   ,4511    ,695    ,918    ,697
200205   ,5491   ,3898   ,4482    ,695    ,918    ,695
200206   ,5446   ,3878   ,4436    ,691    ,915    ,695
200207   ,6423   ,4068   ,3974    ,734    ,980    ,734
200208   ,6342   ,4039   ,3944    ,733    ,975    ,733
200209   ,6284   ,4020   ,3921    ,727    ,972    ,732
200210   ,6201   ,3992   ,3902    ,721    ,969    ,732
200211   ,6136   ,3974   ,3883    ,717    ,967    ,730
200212   ,6090   ,3963   ,3867    ,713    ,966    ,729
200301   ,6030   ,3942   ,3837    ,710    ,964    ,727
200302   ,5976   ,3921   ,3825    ,708    ,962    ,726
200303   ,5931   ,3901   ,3804    ,708    ,961    ,725
200304   ,5890   ,3877   ,3783    ,705    ,955    ,725
200305   ,5863   ,3860   ,3761    ,703    ,954    ,722
200306   ,5827   ,3844   ,3746    ,698    ,954    ,719
200307   ,5943   ,3883   ,4049    ,730    ,976    ,731
200308   ,5905   ,3865   ,4026    ,727    ,972    ,730
200309   ,5866   ,3851   ,4008    ,723    ,969    ,725
200310   ,5824   ,3834   ,3994    ,722    ,966    ,722
200311   ,5789   ,3816   ,3968    ,720    ,965    ,720
200312   ,5752   ,3805   ,3959    ,720    ,964    ,717
200401   ,5713   ,3780   ,3937    ,719    ,960    ,716
200402   ,5688   ,3770   ,3914    ,717    ,958    ,715
200403   ,5655   ,3757   ,3900    ,715    ,956    ,712
200404   ,5621   ,3743   ,3887    ,713    ,949    ,712
200405   ,5600   ,3729   ,3868    ,711    ,945    ,709
200406   ,5584   ,3711   ,3851    ,710    ,941    ,708
200407   ,5685   ,3654   ,4281    ,826   ,1099    ,825
200408   ,5640   ,3632   ,4260    ,823   ,1094    ,822
200409   ,5616   ,3621   ,4246    ,817   ,1092    ,816
200410   ,5587   ,3607   ,4230    ,815   ,1092    ,815
200411   ,5559   ,3597   ,4222    ,811   ,1086    ,815
200412   ,5423   ,3538   ,4135    ,808   ,1084    ,810
200501   ,5408   ,3527   ,4128    ,806   ,1083    ,811
200502   ,5390   ,3515   ,4107    ,804   ,1082    ,808
200503   ,5361   ,3504   ,4095    ,801   ,1082    ,807
200504   ,5341   ,3495   ,4085    ,799   ,1077    ,806
200505   ,5309   ,3485   ,4072    ,797   ,1074    ,804
200506   ,5271   ,3468   ,4062    ,793   ,1070    ,802
200507   ,5119   ,3582   ,4890    ,872   ,1160    ,872
200508   ,5083   ,3569   ,4874    ,864   ,1153    ,867
200509   ,5059   ,3556   ,4863    ,860   ,1149    ,864
200510   ,5022   ,3536   ,4846    ,854   ,1142    ,861
200511   ,4987   ,3522   ,4830    ,853   ,1142    ,858
200512   ,4965   ,3504   ,4804    ,847   ,1141    ,857
200601   ,4941   ,3491   ,4788    ,840   ,1133    ,851
200602   ,4915   ,3475   ,4773    ,835   ,1127    ,847
200603   ,4887   ,3459   ,4757    ,832   ,1121    ,846
200604   ,4853   ,3439   ,4735    ,828   ,1115    ,841
200605   ,4836   ,3427   ,4726    ,825   ,1112    ,840
200606   ,4813   ,3414   ,4707    ,821   ,1110    ,838
200607   ,5643   ,3847   ,4595    ,905   ,1205    ,906
200608   ,5605   ,3828   ,4577    ,900   ,1199    ,901
200609   ,5575   ,3806   ,4558    ,895   ,1197    ,898
200610   ,5538   ,3784   ,4534    ,890   ,1193    ,896
200611   ,5490   ,3758   ,4518    ,889   ,1187    ,894
200612   ,5450   ,3745   ,4500    ,885   ,1181    ,889
200701   ,5416   ,3730   ,4474    ,880   ,1176    ,887
200702   ,5379   ,3702   ,4446    ,876   ,1171    ,883
200703   ,5351   ,3685   ,4428    ,875   ,1170    ,882
200704   ,5317   ,3666   ,4399    ,871   ,1166    ,878
200705   ,5299   ,3645   ,4384    ,866   ,1163    ,875
200706   ,5266   ,3628   ,4351    ,863   ,1161    ,870
200707   ,5463   ,4051   ,5003    ,900   ,1198    ,902
200708   ,5424   ,4037   ,4981    ,896   ,1192    ,897
200709   ,5390   ,4015   ,4963    ,891   ,1187    ,892
200710   ,5353   ,3991   ,4940    ,886   ,1180    ,888
200711   ,5321   ,3967   ,4910    ,881   ,1177    ,885
200712   ,5277   ,3948   ,4881    ,877   ,1169    ,878
200801   ,5245   ,3930   ,4864    ,874   ,1162    ,874
200802   ,5219   ,3915   ,4841    ,872   ,1160    ,869
200803   ,5190   ,3896   ,4811    ,870   ,1156    ,864
200804   ,5146   ,3875   ,4787    ,869   ,1153    ,862
200805   ,5121   ,3858   ,4758    ,867   ,1147    ,859
200806   ,5081   ,3841   ,4736    ,863   ,1145    ,854
200807   ,5799   ,3904   ,5159    ,794   ,1061    ,795
200808   ,5763   ,3892   ,5143    ,790   ,1059    ,791
200809   ,5730   ,3873   ,5114    ,788   ,1057    ,787
200810   ,5685   ,3860   ,5085    ,780   ,1055    ,787
200811   ,5618   ,3846   ,5041    ,776   ,1052    ,785
200812   ,5583   ,3836   ,5019    ,775   ,1048    ,783
200901   ,5538   ,3809   ,4984    ,773   ,1044    ,782
200902   ,5513   ,3798   ,4960    ,770   ,1039    ,780
200903   ,5485   ,3784   ,4923    ,765   ,1036    ,780
200904   ,5444   ,3766   ,4887    ,764   ,1034    ,778
200905   ,5407   ,3753   ,4857    ,763   ,1032    ,776
200906   ,5369   ,3736   ,4833    ,761   ,1032    ,776
200907   ,6062   ,3860   ,4259    ,752   ,1006    ,753
200908   ,6018   ,3844   ,4246    ,751   ,1005    ,752
200909   ,5975   ,3821   ,4228    ,750   ,1005    ,751
200910   ,5936   ,3806   ,4212    ,746   ,1003    ,749
200911   ,5897   ,3786   ,4187    ,743    ,999    ,743
200912   ,5863   ,3771   ,4171    ,740    ,998    ,743
201001   ,5819   ,3748   ,4139    ,737    ,997    ,740
201002   ,5789   ,3729   ,4118    ,736    ,997    ,739
201003   ,5757   ,3712   ,4104    ,735    ,994    ,738
201004   ,5729   ,3695   ,4088    ,729    ,991    ,735
201005   ,5695   ,3687   ,4069    ,728    ,988    ,733
201006   ,5675   ,3678   ,4054    ,728    ,986    ,731
201007   ,6574   ,3517   ,3585    ,778   ,1037    ,779
201008   ,6538   ,3497   ,3563    ,778   ,1033    ,774
201009   ,6504   ,3483   ,3558    ,777   ,1031    ,773
201010   ,6425   ,3439   ,3511    ,774   ,1028    ,770
201011   ,6393   ,3424   ,3501    ,772   ,1025    ,769
201012   ,6352   ,3419   ,3490    ,769   ,1023    ,768
201101   ,6309   ,3393   ,3476    ,767   ,1021    ,768
201102   ,6281   ,3380   ,3459    ,764   ,1018    ,767
201103   ,6249   ,3372   ,3447    ,762   ,1017    ,766
201104   ,6211   ,3356   ,3431    ,759   ,1014    ,763
201105   ,6182   ,3340   ,3416    ,758   ,1014    ,760
201106   ,6148   ,3333   ,3400    ,758   ,1009    ,758
201107   ,6045   ,3456   ,4278    ,774   ,1034    ,776
201108   ,6010   ,3446   ,4260    ,771   ,1033    ,772
201109   ,5984   ,3434   ,4244    ,769   ,1032    ,769
201110   ,5954   ,3424   ,4226    ,769   ,1028    ,767
201111   ,5917   ,3415   ,4207    ,767   ,1027    ,765
201112   ,5882   ,3396   ,4189    ,765   ,1026    ,763
