This file was created using the 202002 Bloomberg database. It contains
value- and equal-weighted returns for the intersections of 2 ME portfolios
and 3 INV portfolios in Developed.

The portfolios are constructed at the end of June.  ME is market cap at the end
of June. Investment is the change in total assets from the fiscal year ending in year t-2
to the fiscal year ending in t-1, divided by t-2 total assets.
The annual returns are from January to December.

The break points include utilities and include financials.

The portfolios include utilities and include financials.

Missing data are indicated by -99.99.



  Average Value Weighted Returns -- Monthly
,SMALL LoINV,ME1 INV2,SMALL HiINV,BIG LoINV,ME2 INV2,BIG HiINV
201601  ,-7.76  ,-6.68  ,-9.91  ,-4.86  ,-5.81  ,-8.21
201602   ,0.78   ,0.40  ,-0.43   ,0.27  ,-0.28  ,-2.17
201603   ,8.21   ,7.43   ,8.67   ,6.17   ,7.19   ,7.06
201604   ,3.92   ,2.95   ,3.22   ,2.58   ,1.09   ,1.76
201605  ,-0.61   ,0.31   ,0.61  ,-0.09   ,0.57   ,1.18
201606  ,-2.20  ,-1.69  ,-2.74   ,0.15  ,-1.87  ,-3.53
201607   ,5.63   ,6.19   ,5.66   ,3.13   ,4.25   ,5.89
201608   ,0.99   ,0.47   ,1.58   ,0.03   ,0.33   ,0.32
201609   ,3.15   ,2.31   ,2.96   ,0.90   ,0.44   ,0.81
201610  ,-2.17  ,-1.77  ,-4.04  ,-1.52  ,-1.63  ,-2.19
201611   ,2.89   ,2.31   ,1.83   ,2.20   ,1.87  ,-0.28
201612   ,2.12   ,3.21   ,1.42   ,2.54   ,2.52   ,1.65
201701   ,3.70   ,2.66   ,3.08   ,1.82   ,2.50   ,3.98
201702   ,0.92   ,1.63   ,1.93   ,1.76   ,2.69   ,2.73
201703   ,1.08   ,1.86   ,1.70   ,1.42   ,1.36   ,1.89
201704   ,1.41   ,2.50   ,2.36   ,1.30   ,2.00   ,2.38
201705   ,0.81   ,1.50   ,1.94   ,1.89   ,2.34   ,2.81
201706   ,1.88   ,2.58   ,2.44   ,0.85   ,0.51   ,0.19
201707   ,3.10   ,2.39   ,2.70   ,3.24   ,1.81   ,2.95
201708  ,-0.38  ,-0.09   ,0.46  ,-0.68   ,0.28   ,1.06
201709   ,4.07   ,3.77   ,3.52   ,2.91   ,2.48   ,1.30
201710   ,0.69   ,1.17   ,1.32   ,0.82   ,1.33   ,4.03
201711   ,0.76   ,1.54   ,1.77   ,2.13   ,2.43   ,1.55
201712   ,2.78   ,1.46   ,2.35   ,2.25   ,1.00   ,1.08
201801   ,4.53   ,3.52   ,4.38   ,5.10   ,4.90   ,6.34
201802  ,-3.51  ,-3.49  ,-2.95  ,-5.39  ,-4.12  ,-2.42
201803  ,-1.35  ,-0.41  ,-0.20  ,-1.76  ,-1.71  ,-1.83
201804   ,1.59   ,1.34   ,0.17   ,1.54   ,0.92   ,0.91
201805   ,1.30   ,1.12   ,2.89  ,-0.76  ,-0.39   ,2.79
201806  ,-1.08  ,-1.01  ,-1.30  ,-0.37  ,-0.40   ,0.01
201807   ,0.41   ,0.99   ,0.16   ,2.99   ,3.06   ,2.74
201808   ,0.28   ,0.25   ,0.60  ,-0.70   ,0.10   ,4.20
201809  ,-0.69  ,-0.54  ,-0.96   ,0.93   ,0.81   ,0.06
201810  ,-9.69  ,-8.90 ,-11.54  ,-6.96  ,-6.84  ,-9.73
201811  ,-0.37   ,0.96   ,0.22   ,1.00   ,1.91   ,0.25
201812  ,-8.78  ,-7.59  ,-8.75  ,-7.56  ,-6.91  ,-7.84
201901   ,7.48   ,6.89   ,8.23   ,7.37   ,6.96   ,8.99
201902   ,2.65   ,3.01   ,3.82   ,2.63   ,3.28   ,3.32
201903  ,-1.53  ,-1.51  ,-0.48   ,0.46   ,0.74   ,2.39
201904   ,2.03   ,2.87   ,2.61   ,3.03   ,3.62   ,4.63
201905  ,-5.74  ,-4.83  ,-5.80  ,-5.19  ,-5.55  ,-6.74
201906   ,4.68   ,4.63   ,4.20   ,6.38   ,6.25   ,6.90
201907  ,-0.70  ,-0.73  ,-1.32  ,-0.06  ,-0.07   ,1.18
201908  ,-4.15  ,-3.74  ,-4.21  ,-2.74  ,-1.68  ,-2.29
201909   ,2.91   ,2.94   ,1.41   ,3.00   ,2.42   ,0.20
201910   ,3.07   ,3.64   ,3.47   ,2.25   ,2.57   ,3.30
201911   ,2.25   ,2.48   ,3.68   ,2.57   ,2.70   ,3.51
201912   ,4.78   ,3.74   ,4.86   ,3.66   ,2.81   ,2.62
202001  ,-4.05  ,-4.01  ,-3.15  ,-1.96  ,-0.90   ,1.02
202002 ,-10.28  ,-9.71  ,-9.25  ,-9.32  ,-8.27  ,-6.95



  Average Equal Weighted Returns -- Monthly
,SMALL LoINV,ME1 INV2,SMALL HiINV,BIG LoINV,ME2 INV2,BIG HiINV
199007   ,1.90   ,1.55   ,0.97   ,2.83   ,2.17   ,1.81
199008  ,-7.46  ,-9.19 ,-10.08 ,-11.46 ,-11.44 ,-11.89
199009  ,-7.88  ,-8.10  ,-9.88 ,-11.64 ,-11.74 ,-13.48
199010  ,-1.62   ,0.99  ,-1.24  ,10.48   ,9.87  ,10.10
199011  ,-1.17   ,0.44   ,0.83  ,-3.78  ,-3.36  ,-2.04
199012  ,-0.34   ,0.71   ,0.23   ,0.83   ,1.32   ,1.31
199101   ,4.21   ,2.23   ,2.73   ,0.99   ,2.59   ,2.36
199102  ,12.14  ,11.21  ,12.02  ,13.05  ,12.73  ,13.39
199103   ,3.08   ,1.29   ,2.47  ,-2.20  ,-1.80  ,-1.72
199104   ,2.07   ,1.41   ,0.60   ,0.77   ,0.13   ,0.42
199105   ,1.34   ,0.33  ,-0.21   ,0.68   ,1.39   ,1.09
199106  ,-3.35  ,-3.32  ,-4.54  ,-5.38  ,-5.82  ,-6.14
199107   ,3.92   ,3.24   ,3.47   ,3.40   ,3.22   ,3.92
199108   ,0.29   ,0.33   ,1.40  ,-0.47  ,-1.47  ,-1.47
199109   ,4.30   ,3.54   ,4.79   ,4.93   ,4.06   ,3.92
199110   ,2.42   ,0.40   ,0.36   ,1.23   ,1.35   ,0.84
199111  ,-1.44  ,-2.20  ,-2.42  ,-5.64  ,-4.71  ,-5.07
199112   ,2.07   ,4.18   ,4.32   ,5.45   ,6.16   ,6.79
199201   ,7.25   ,2.33   ,2.00   ,0.34  ,-0.72  ,-0.37
199202   ,2.98   ,2.08   ,1.55  ,-0.29  ,-1.08  ,-1.53
199203  ,-2.28  ,-2.36  ,-3.86  ,-5.35  ,-4.76  ,-5.55
199204   ,0.06   ,0.54  ,-0.36  ,-0.39  ,-0.20  ,-1.69
199205   ,4.79   ,4.81   ,4.22   ,5.88   ,5.35   ,5.28
199206  ,-3.07  ,-1.92  ,-2.96  ,-4.35  ,-2.97  ,-5.10
199207  ,-1.23  ,-1.27  ,-1.46  ,-2.12  ,-1.61  ,-2.00
199208  ,-2.43   ,0.50  ,-0.81   ,1.94   ,2.17   ,2.58
199209  ,-2.47  ,-2.01  ,-1.79  ,-2.22  ,-1.76  ,-1.67
199210  ,-4.55  ,-3.17  ,-2.45  ,-3.28  ,-2.57  ,-1.60
199211   ,1.41   ,1.27   ,2.73   ,1.36   ,1.37   ,2.18
199212   ,4.31   ,1.67   ,1.98   ,1.61   ,1.05   ,1.08
199301   ,6.31   ,3.17   ,3.94   ,1.88   ,1.49   ,1.19
199302   ,3.40   ,2.36   ,0.30   ,2.69   ,2.52   ,1.45
199303   ,8.48   ,7.05   ,5.31   ,7.60   ,6.86   ,7.46
199304   ,5.72   ,4.80   ,3.24   ,6.16   ,5.26   ,4.52
199305   ,6.20   ,5.31   ,5.48   ,3.72   ,2.86   ,4.23
199306  ,-1.29  ,-2.51  ,-2.08  ,-1.80  ,-2.08  ,-3.60
199307   ,3.71   ,2.92   ,2.24   ,2.93   ,2.59   ,1.62
199308   ,6.42   ,5.93   ,6.42   ,4.85   ,5.29   ,5.70
199309   ,0.59   ,0.76   ,0.21  ,-1.88  ,-1.33  ,-0.60
199310   ,2.95   ,2.19   ,3.03   ,0.64   ,0.32   ,0.28
199311  ,-2.40  ,-2.30  ,-3.19  ,-6.71  ,-6.12  ,-6.12
199312   ,5.70   ,5.07   ,4.07   ,4.92   ,5.26   ,5.29
199401  ,13.32   ,9.22   ,8.74  ,10.76   ,7.58   ,8.41
199402   ,2.37   ,1.27   ,0.74   ,0.20  ,-0.35  ,-0.27
199403  ,-2.20  ,-1.64  ,-3.25  ,-2.04  ,-1.86  ,-2.59
199404   ,2.93   ,2.71   ,0.63   ,2.99   ,2.78   ,2.26
199405   ,0.03   ,0.06  ,-1.54  ,-0.30  ,-0.39  ,-1.26
199406  ,-0.84   ,0.03  ,-1.78   ,1.16   ,0.54  ,-0.13
199407   ,1.51   ,1.32   ,1.33   ,1.63   ,2.00   ,2.22
199408   ,2.10   ,2.07   ,2.84   ,2.11   ,2.19   ,2.70
199409   ,0.49   ,0.29   ,0.45  ,-2.25  ,-2.45  ,-2.28
199410   ,0.65   ,0.89   ,0.12   ,1.68   ,1.75   ,1.31
199411  ,-4.63  ,-4.27  ,-5.54  ,-5.39  ,-5.00  ,-5.66
199412   ,0.19   ,0.59  ,-0.84   ,1.67   ,1.50   ,1.11
199501   ,0.37  ,-0.21  ,-0.14  ,-2.49  ,-1.89  ,-1.53
199502   ,1.39   ,1.59   ,1.76   ,0.53   ,1.16   ,0.73
199503   ,1.54   ,2.12   ,2.33   ,4.18   ,3.54   ,3.45
199504   ,2.69   ,1.63   ,2.06   ,3.15   ,2.89   ,2.28
199505   ,0.78   ,0.40   ,1.26  ,-1.07  ,-0.20  ,-0.20
199506   ,1.53   ,1.60   ,2.98  ,-0.29   ,0.14   ,0.83
199507   ,4.85   ,3.95   ,5.92   ,5.43   ,4.40   ,6.34
199508   ,2.56   ,1.21   ,1.39  ,-0.58  ,-1.35  ,-1.36
199509   ,2.21   ,1.60   ,1.72   ,1.01   ,0.95   ,1.46
199510  ,-2.91  ,-1.98  ,-3.34  ,-2.38  ,-1.93  ,-2.61
199511   ,0.53   ,0.30   ,0.69   ,2.80   ,2.87   ,1.56
199512   ,2.31   ,2.44   ,1.25   ,2.60   ,2.77   ,1.87
199601   ,3.49   ,1.91   ,3.01   ,1.91   ,1.75   ,1.40
199602   ,3.88   ,2.82   ,3.66   ,1.32   ,1.78   ,2.48
199603   ,2.35   ,2.20   ,2.44   ,1.83   ,1.99   ,1.36
199604   ,5.50   ,4.61   ,5.36   ,4.24   ,3.52   ,5.18
199605   ,4.39   ,3.37   ,5.14   ,0.13   ,0.31   ,0.70
199606  ,-1.14  ,-1.53  ,-2.89   ,0.11  ,-0.26  ,-1.90
199607  ,-4.10  ,-3.55  ,-6.53  ,-4.46  ,-3.82  ,-6.09
199608   ,2.64   ,2.75   ,4.11   ,1.33   ,1.81   ,2.95
199609   ,0.73   ,1.51   ,1.66   ,2.02   ,2.56   ,3.36
199610   ,0.28   ,0.91  ,-0.67   ,0.48  ,-0.70  ,-2.20
199611   ,3.13   ,2.66   ,2.40   ,3.41   ,3.47   ,3.26
199612  ,-0.33   ,0.36  ,-0.24  ,-1.42  ,-1.34  ,-1.79
199701   ,2.21   ,1.62   ,1.91  ,-1.09  ,-1.07  ,-0.42
199702   ,1.80   ,0.93   ,0.10   ,0.25   ,1.12  ,-1.19
199703  ,-1.68  ,-1.77  ,-4.18  ,-1.27  ,-2.57  ,-4.04
199704  ,-2.22  ,-2.05  ,-2.93   ,0.08   ,0.62   ,0.18
199705   ,7.11   ,7.56   ,8.75   ,8.14   ,8.44  ,11.34
199706   ,1.91   ,3.43   ,1.00   ,3.48   ,3.40   ,3.30
199707  ,-0.59   ,0.65   ,0.47   ,1.82   ,2.30   ,4.35
199708   ,0.41   ,0.46   ,0.85  ,-2.57  ,-3.61  ,-3.53
199709   ,2.87   ,3.91   ,4.87   ,3.96   ,4.15   ,4.45
199710  ,-2.89  ,-2.20  ,-5.18  ,-3.95  ,-4.05  ,-5.36
199711  ,-5.08  ,-4.05  ,-6.57  ,-3.07  ,-1.14  ,-2.67
199712  ,-4.47  ,-2.83  ,-3.77  ,-1.17  ,-0.42  ,-2.03
199801   ,5.70   ,4.15   ,2.96   ,4.72   ,3.39   ,2.89
199802   ,7.87   ,6.74   ,7.04   ,7.31   ,8.29   ,8.56
199803   ,3.11   ,2.71   ,2.97   ,4.35   ,3.18   ,3.47
199804   ,1.52   ,1.91   ,1.95   ,0.27   ,0.02   ,1.40
199805  ,-1.50  ,-1.41  ,-3.51  ,-1.55  ,-1.54  ,-3.99
199806  ,-3.83  ,-2.72  ,-4.52  ,-2.05  ,-0.77  ,-1.27
199807  ,-2.74  ,-2.84  ,-3.69  ,-3.02  ,-1.89  ,-2.09
199808 ,-12.83 ,-12.63 ,-16.59 ,-12.09 ,-13.61 ,-17.17
199809   ,0.48   ,0.96   ,1.24   ,0.84   ,1.62   ,2.48
199810   ,5.40   ,5.84   ,5.63   ,8.77   ,8.48   ,8.92
199811   ,5.37   ,4.89   ,5.27   ,3.84   ,4.15   ,4.96
199812   ,0.69   ,0.86   ,1.10   ,2.25   ,3.77   ,4.55
199901   ,4.16   ,1.88   ,3.75  ,-0.95  ,-0.90   ,1.64
199902  ,-1.33  ,-2.32  ,-2.63  ,-1.71  ,-2.73  ,-4.91
199903   ,3.14   ,0.89   ,2.87   ,3.75   ,3.11   ,5.34
199904  ,10.21   ,8.35  ,10.64   ,7.99   ,6.90   ,7.31
199905   ,3.08   ,2.60   ,2.28  ,-1.03  ,-0.55  ,-1.04
199906   ,5.65   ,5.89   ,6.08   ,2.83   ,4.17   ,4.11
199907   ,4.84   ,2.81   ,3.32   ,1.50   ,0.59   ,0.55
199908   ,0.66   ,0.32   ,0.59  ,-0.68  ,-0.33   ,0.52
199909   ,2.22   ,0.73   ,0.81  ,-1.53  ,-1.18   ,1.57
199910  ,-0.64  ,-0.89  ,-0.83   ,0.77   ,2.03   ,3.55
199911   ,4.69   ,2.09   ,5.94  ,-0.13   ,0.21   ,7.01
199912   ,6.45   ,3.15   ,7.72   ,4.36   ,3.88  ,10.49
200001   ,8.06   ,1.63   ,5.92  ,-4.65  ,-4.72  ,-3.82
200002   ,9.32   ,4.21   ,8.88  ,-3.45  ,-1.30   ,5.77
200003   ,3.83   ,2.46   ,0.71   ,8.57   ,8.99   ,3.93
200004  ,-9.82  ,-6.25 ,-10.10  ,-2.23  ,-1.71  ,-5.54
200005  ,-2.39  ,-0.43  ,-3.56   ,2.25   ,2.05  ,-3.31
200006   ,7.60   ,5.36   ,5.10   ,1.85   ,2.10   ,5.92
200007  ,-1.69  ,-1.45  ,-3.75  ,-2.06  ,-0.83  ,-5.00
200008   ,2.93   ,2.75   ,1.89   ,5.35   ,4.66   ,7.11
200009  ,-3.83  ,-2.01  ,-6.33  ,-2.48  ,-1.44  ,-7.33
200010  ,-7.08  ,-5.54 ,-10.74  ,-0.93  ,-1.45  ,-9.26
200011  ,-4.05  ,-3.14 ,-11.15  ,-2.23  ,-3.19 ,-15.80
200012   ,0.40   ,2.57  ,-2.02   ,5.64   ,5.74   ,0.81
200101   ,9.67   ,7.65  ,15.11   ,2.66   ,3.38  ,11.57
200102  ,-2.36  ,-1.64  ,-7.51  ,-3.63  ,-4.16 ,-15.84
200103  ,-6.83  ,-5.28 ,-11.35  ,-6.31  ,-7.04 ,-14.75
200104   ,6.59   ,6.55   ,7.54   ,8.02   ,8.61  ,14.63
200105   ,3.04   ,3.48   ,1.44   ,0.39   ,0.02  ,-0.28
200106  ,-0.73   ,0.38  ,-4.94  ,-2.52  ,-1.79  ,-4.71
200107  ,-2.41  ,-1.29  ,-6.94  ,-0.88  ,-0.76  ,-6.76
200108   ,0.25   ,0.25  ,-3.72  ,-0.96  ,-1.48  ,-6.94
200109 ,-11.49 ,-11.16 ,-17.15 ,-11.40 ,-11.11 ,-15.69
200110   ,4.73   ,4.19  ,10.83   ,2.80   ,3.89  ,12.19
200111   ,4.63   ,4.52   ,8.42   ,6.23   ,5.50   ,9.57
200112   ,0.32   ,0.98  ,-0.03   ,1.86   ,2.25   ,0.34
200201   ,2.54   ,1.02  ,-0.22  ,-0.85  ,-1.92  ,-5.34
200202   ,1.70   ,1.38  ,-3.45   ,2.35   ,0.70  ,-4.06
200203   ,5.95   ,5.77   ,5.57   ,6.02   ,5.81   ,7.83
200204   ,3.36   ,3.97  ,-1.69   ,1.90   ,1.22  ,-4.90
200205   ,4.47   ,3.31   ,0.09   ,2.10   ,1.80  ,-2.23
200206  ,-2.16  ,-2.14  ,-6.38  ,-4.09  ,-5.21  ,-9.77
200207  ,-8.72  ,-6.39  ,-9.45  ,-9.65  ,-8.72  ,-9.49
200208  ,-0.43  ,-0.13  ,-0.77   ,0.46   ,0.39   ,0.08
200209  ,-8.88  ,-6.36  ,-9.63 ,-10.35  ,-8.80 ,-10.41
200210   ,1.66   ,0.51   ,1.40   ,4.56   ,3.94   ,5.16
200211   ,6.83   ,4.05   ,5.85   ,8.48   ,6.26   ,7.55
200212  ,-0.57   ,0.22  ,-0.82  ,-3.52  ,-2.24  ,-4.01
200301   ,2.50   ,1.38   ,0.92  ,-1.58  ,-1.98  ,-1.99
200302  ,-0.78   ,0.01  ,-2.52  ,-2.54  ,-2.18  ,-1.76
200303  ,-0.81  ,-0.26  ,-2.56  ,-0.39  ,-0.15  ,-0.33
200304   ,9.24   ,7.69   ,9.06  ,11.12   ,9.35  ,10.59
200305  ,13.05  ,10.19  ,12.47   ,9.20   ,7.82  ,10.18
200306   ,7.12   ,5.61   ,6.15   ,2.38   ,2.76   ,3.47
200307   ,6.36   ,4.36   ,5.42   ,4.12   ,2.81   ,2.13
200308   ,8.95   ,5.59   ,6.40   ,5.67   ,3.97   ,3.79
200309   ,8.87   ,6.24   ,6.92   ,2.08   ,2.46   ,2.57
200310   ,7.61   ,5.66   ,7.35   ,8.27   ,6.06   ,6.29
200311   ,1.97   ,2.62   ,1.94   ,2.04   ,2.42   ,1.93
200312   ,4.57   ,4.95   ,4.34   ,5.64   ,5.32   ,4.32
200401  ,10.57   ,5.71   ,6.44   ,3.91   ,2.35   ,2.21
200402   ,3.15   ,3.01   ,2.75   ,1.30   ,2.58   ,3.31
200403   ,2.47   ,2.82   ,2.18   ,1.02   ,1.10   ,2.12
200404  ,-3.99  ,-2.35  ,-2.65  ,-3.51  ,-2.43  ,-2.63
200405  ,-2.36  ,-0.37  ,-1.52   ,1.59   ,0.87   ,1.01
200406   ,2.67   ,2.88   ,2.50   ,3.16   ,3.26   ,2.74
200407  ,-3.56  ,-2.31  ,-3.64  ,-4.94  ,-3.36  ,-4.90
200408  ,-0.79   ,0.68  ,-0.37  ,-0.14   ,0.77   ,0.30
200409   ,3.65   ,2.73   ,3.46   ,2.72   ,3.00   ,3.68
200410   ,3.60   ,3.70   ,3.38   ,3.57   ,2.78   ,3.15
200411   ,8.54   ,7.49   ,8.23   ,7.22   ,6.57   ,6.34
200412   ,3.93   ,3.87   ,3.85   ,4.32   ,4.10   ,4.92
200501   ,1.86   ,1.59   ,1.52  ,-1.70  ,-0.77  ,-1.21
200502   ,4.50   ,4.19   ,4.18   ,3.38   ,3.40   ,2.58
200503  ,-1.93  ,-1.05  ,-2.66  ,-1.55  ,-1.33  ,-1.80
200504  ,-3.82  ,-2.12  ,-3.01  ,-3.52  ,-2.80  ,-3.54
200505  ,-1.00  ,-0.85  ,-1.37   ,2.68   ,1.84   ,2.38
200506   ,2.37   ,2.25   ,2.49   ,2.05   ,1.90   ,2.55
200507   ,4.67   ,4.38   ,4.55   ,3.70   ,4.00   ,5.01
200508   ,3.25   ,2.41   ,2.44   ,1.91   ,2.21   ,1.68
200509   ,2.11   ,1.97   ,2.18   ,2.61   ,2.11   ,2.91
200510  ,-2.60  ,-1.87  ,-2.98  ,-2.84  ,-2.81  ,-3.49
200511   ,1.15   ,1.82   ,1.98   ,3.19   ,3.31   ,4.53
200512   ,3.90   ,4.79   ,4.53   ,3.96   ,3.25   ,4.44
200601   ,8.13   ,7.02   ,8.76   ,5.48   ,5.87   ,6.17
200602   ,1.58   ,0.05  ,-0.14   ,0.19   ,0.45  ,-0.55
200603   ,4.38   ,3.96   ,4.19   ,3.44   ,3.02   ,3.84
200604   ,5.11   ,4.85   ,5.54   ,3.20   ,3.36   ,3.26
200605  ,-4.34  ,-3.93  ,-5.70  ,-3.51  ,-3.69  ,-5.09
200606  ,-2.31  ,-1.47  ,-2.73  ,-0.46  ,-0.54  ,-0.46
200607  ,-0.86  ,-1.40  ,-1.89  ,-1.14  ,-0.69  ,-1.81
200608   ,2.66   ,2.20   ,2.69   ,3.31   ,2.77   ,2.77
200609   ,0.29   ,0.32  ,-1.45   ,1.58   ,1.16   ,0.53
200610   ,3.97   ,3.49   ,3.92   ,4.17   ,3.77   ,4.26
200611   ,4.75   ,3.28   ,2.79   ,3.18   ,3.27   ,4.15
200612   ,2.30   ,2.29   ,2.35   ,2.29   ,2.17   ,1.56
200701   ,5.34   ,3.08   ,3.18   ,2.29   ,2.04   ,1.96
200702   ,2.82   ,2.07   ,1.22   ,1.21   ,0.79   ,0.65
200703   ,3.25   ,2.60   ,1.70   ,2.40   ,2.59   ,2.68
200704   ,4.99   ,3.62   ,4.08   ,3.62   ,3.87   ,3.37
200705   ,3.40   ,2.82   ,2.12   ,2.46   ,2.54   ,3.23
200706   ,3.31   ,2.17   ,1.78  ,-0.91  ,-0.52  ,-1.15
200707   ,1.43   ,0.32  ,-0.77  ,-2.88  ,-2.06  ,-0.62
200708  ,-6.21  ,-4.30  ,-6.99  ,-1.48  ,-1.23  ,-1.71
200709   ,2.95   ,2.51   ,3.75   ,2.94   ,3.56   ,5.77
200710   ,2.79   ,2.51   ,4.85   ,2.92   ,3.24   ,4.24
200711  ,-6.33  ,-6.41  ,-8.69  ,-5.03  ,-4.92  ,-6.54
200712  ,-2.86  ,-2.04  ,-3.05  ,-2.14  ,-1.64  ,-1.87
200801  ,-6.48  ,-6.36  ,-8.91  ,-6.12  ,-6.57  ,-8.14
200802   ,2.77   ,2.90   ,2.78   ,0.20   ,0.79   ,1.83
200803  ,-3.54  ,-1.89  ,-5.13  ,-1.18  ,-0.44  ,-2.67
200804   ,1.78   ,2.07   ,2.29   ,4.47   ,4.88   ,5.67
200805   ,3.76   ,2.47   ,4.00   ,2.24   ,2.07   ,3.57
200806  ,-5.94  ,-6.22  ,-7.72  ,-9.68  ,-9.36  ,-9.44
200807  ,-2.91  ,-3.05  ,-6.19  ,-1.98  ,-2.40  ,-5.33
200808  ,-4.63  ,-4.01  ,-7.25  ,-0.74  ,-1.34  ,-2.83
200809 ,-12.61 ,-12.12 ,-16.26 ,-11.32 ,-13.41 ,-17.79
200810 ,-22.01 ,-21.13 ,-27.49 ,-20.66 ,-22.10 ,-27.18
200811  ,-6.59  ,-7.40  ,-8.66  ,-5.98  ,-6.20  ,-9.79
200812   ,5.15   ,6.00   ,5.32   ,6.47   ,6.58   ,6.82
200901  ,-2.33  ,-5.20  ,-2.10  ,-7.68  ,-8.23  ,-5.57
200902  ,-7.02  ,-7.83  ,-7.00 ,-10.53 ,-10.38  ,-8.69
200903   ,8.15   ,7.10   ,9.30   ,8.51   ,9.81  ,11.86
200904  ,17.94  ,15.84  ,19.71  ,17.26  ,18.20  ,21.06
200905  ,17.96  ,16.27  ,20.25   ,9.74  ,12.22  ,15.31
200906   ,3.51   ,3.06   ,2.29   ,0.41  ,-0.26  ,-0.13
200907   ,7.64   ,7.37   ,7.91   ,8.84   ,8.38   ,8.81
200908   ,8.65   ,6.65   ,6.20   ,5.64   ,4.73   ,4.18
200909   ,7.30   ,5.97   ,7.55   ,4.89   ,5.13   ,5.55
200910  ,-1.33  ,-0.19   ,0.22  ,-3.14  ,-3.12  ,-1.83
200911   ,0.88   ,0.53   ,0.65   ,2.70   ,3.18   ,2.75
200912   ,0.78   ,0.85   ,0.99   ,3.06   ,2.36   ,3.21
201001   ,1.28   ,0.35   ,0.10  ,-2.31  ,-2.60  ,-3.09
201002  ,-0.08   ,0.84  ,-0.05   ,1.55   ,1.37   ,1.90
201003   ,6.26   ,5.78   ,5.32   ,7.05   ,6.43   ,7.25
201004   ,5.42   ,4.23   ,4.84   ,1.43   ,1.46   ,1.16
201005 ,-10.88  ,-9.27 ,-11.75  ,-9.43  ,-8.70  ,-9.97
201006  ,-2.87  ,-2.14  ,-3.12  ,-3.50  ,-2.59  ,-3.38
201007   ,8.43   ,6.62   ,6.45   ,8.84   ,8.36   ,7.66
201008  ,-3.43  ,-3.00  ,-3.38  ,-5.63  ,-3.68  ,-2.52
201009  ,12.16   ,8.98  ,10.82  ,12.38  ,10.45   ,9.82
201010   ,4.83   ,2.78   ,3.94   ,4.27   ,3.59   ,3.86
201011  ,-0.48  ,-1.17  ,-1.29  ,-0.63  ,-1.40  ,-1.28
201012  ,10.73   ,8.76   ,9.26  ,10.13   ,7.51   ,7.86
201101   ,4.30   ,2.99   ,2.40   ,2.44   ,1.75   ,1.54
201102   ,3.98   ,3.19   ,2.74   ,3.37   ,3.65   ,3.62
201103  ,-0.13   ,0.07  ,-0.36   ,0.00   ,0.30   ,0.17
201104   ,4.20   ,3.86   ,4.04   ,4.39   ,4.45   ,3.89
201105  ,-3.45  ,-2.74  ,-3.34  ,-2.09  ,-1.72  ,-1.90
201106  ,-3.70  ,-0.79  ,-2.74  ,-1.96  ,-1.19  ,-1.93
201107   ,1.18   ,0.66   ,1.25  ,-2.59  ,-2.57  ,-1.62
201108  ,-7.91  ,-6.89  ,-8.08  ,-8.49  ,-7.28  ,-7.52
201109 ,-10.83  ,-8.92 ,-12.06 ,-10.21 ,-10.12 ,-11.70
201110   ,6.41   ,6.07   ,8.37  ,10.68  ,11.11  ,11.79
201111  ,-4.66  ,-3.64  ,-5.85  ,-3.72  ,-3.04  ,-3.08
201112  ,-1.08  ,-0.13  ,-1.32  ,-0.51  ,-0.87  ,-2.34
201201   ,9.72   ,7.73   ,9.31   ,6.91   ,7.79   ,8.25
201202   ,6.12   ,5.37   ,5.80   ,5.46   ,4.80   ,6.70
201203   ,0.83   ,1.03  ,-0.33   ,1.29   ,0.70  ,-0.34
201204  ,-0.96  ,-0.77  ,-1.18  ,-1.69  ,-0.83  ,-1.11
201205  ,-9.69  ,-9.33 ,-11.34  ,-9.91  ,-9.83 ,-11.45
201206   ,2.80   ,2.77   ,1.49   ,5.01   ,4.39   ,3.82
201207  ,-0.63  ,-0.24  ,-0.50  ,-0.29   ,0.23   ,0.80
201208   ,2.87   ,2.90   ,2.32   ,3.82   ,2.94   ,2.88
201209   ,4.27   ,3.97   ,3.90   ,3.27   ,2.92   ,3.32
201210   ,0.37  ,-0.41  ,-0.53   ,0.39   ,0.51  ,-0.50
201211  ,-0.36   ,0.11  ,-1.09   ,1.48   ,1.50   ,1.37
201212   ,4.37   ,3.37   ,2.61   ,3.53   ,3.02   ,2.73
201301   ,8.14   ,7.03   ,6.73   ,6.43   ,5.45   ,5.40
201302  ,-0.92  ,-0.19  ,-0.95   ,0.60   ,0.73   ,0.07
201303   ,1.33   ,1.42   ,1.17   ,2.97   ,2.53   ,2.14
201304   ,1.09   ,1.56  ,-0.56   ,3.28   ,2.73   ,2.26
201305  ,-0.34  ,-0.90  ,-1.98   ,0.83   ,0.42   ,1.22
201306  ,-3.52  ,-2.40  ,-4.88  ,-2.29  ,-2.11  ,-3.03
201307   ,6.77   ,5.39   ,6.56   ,5.89   ,5.65   ,6.36
201308   ,2.10   ,0.18   ,1.49  ,-1.65  ,-2.07  ,-0.94
201309   ,7.80   ,7.60   ,7.79   ,6.31   ,5.86   ,6.64
201310   ,3.56   ,2.64   ,2.40   ,3.55   ,3.62   ,2.60
201311   ,1.05   ,1.37   ,0.07   ,2.07   ,1.30   ,1.06
