This file was created using the 202002 Bloomberg database. It contains
value- and equal-weighted returns for the intersections of 2 ME portfolios
and 3 INV portfolios in Emerging_Markets.

The portfolios are constructed at the end of June.  ME is market cap at the end
of June. Investment is the change in total assets from the fiscal year ending in year t-2
to the fiscal year ending in t-1, divided by t-2 total assets.
The annual returns are from January to December.

The break points include utilities and include financials.

The portfolios include utilities and include financials.

Missing data are indicated by -99.99.



  Average Value Weighted Returns -- Monthly
,SMALL LoINV,ME1 INV2,SMALL HiINV,BIG LoINV,ME2 INV2,BIG HiINV
199307       ,36.97       ,36.24       ,34.11      ,367.86      ,339.83      ,396.61
199308       ,39.09       ,37.51       ,35.45      ,381.62      ,346.98      ,422.90
199309       ,43.53       ,39.22       ,38.59      ,408.81      ,378.06      ,455.54
199310       ,46.66       ,42.37       ,41.08      ,424.09      ,399.00      ,465.16
199311       ,53.32       ,46.15       ,49.64      ,457.21      ,438.58      ,520.36
199312       ,60.66       ,50.24       ,53.47      ,476.74      ,459.33      ,551.42
199401       ,75.14       ,59.03       ,65.25      ,566.90      ,536.61      ,656.15
199402       ,67.78       ,58.71       ,58.75      ,567.03      ,520.50      ,624.11
199403       ,71.21       ,61.89       ,61.86      ,543.21      ,520.62      ,607.66
199404       ,60.42       ,56.51       ,55.32      ,483.20      ,468.76      ,530.87
199405       ,59.56       ,54.60       ,53.85      ,477.79      ,466.73      ,534.06
199406       ,57.27       ,52.91       ,49.88      ,487.35      ,475.55      ,535.66
199407       ,35.99       ,35.53       ,61.07      ,272.75      ,436.14      ,442.21
199408       ,36.94       ,37.41       ,64.02      ,286.23      ,474.99      ,470.66
199409       ,43.15       ,43.81       ,75.28      ,325.07      ,543.68      ,518.19
199410       ,47.71       ,46.64       ,78.59      ,334.76      ,557.29      ,524.56
199411       ,45.83       ,45.62       ,75.01      ,332.75      ,538.20      ,506.70
199412       ,44.90       ,43.93       ,72.48      ,323.71      ,515.88      ,478.60
199501       ,39.62       ,42.17       ,59.27      ,281.57      ,477.20      ,423.43
199502       ,31.01       ,35.45       ,46.36      ,245.39      ,425.80      ,358.92
199503       ,32.97       ,37.85       ,45.66      ,257.52      ,417.75      ,368.20
199504       ,34.15       ,37.46       ,45.29      ,257.02      ,412.44      ,370.30
199505       ,33.99       ,37.71       ,46.82      ,262.15      ,433.88      ,373.42
199506       ,35.34       ,39.36       ,45.86      ,273.73      ,467.18      ,391.41
199507       ,29.97       ,33.39       ,36.34      ,447.11      ,508.40      ,335.75
199508       ,30.44       ,34.84       ,37.82      ,457.85      ,525.48      ,344.62
199509       ,29.88       ,34.14       ,36.73      ,446.70      ,512.92      ,333.56
199510       ,29.36       ,33.65       ,36.01      ,451.90      ,509.80      ,328.59
199511       ,27.97       ,32.74       ,34.60      ,432.73      ,494.12      ,316.13
199512       ,27.53       ,32.42       ,34.05      ,426.16      ,494.46      ,308.77
199601       ,28.36       ,33.37       ,34.55      ,434.88      ,505.98      ,323.01
199602       ,30.97       ,36.27       ,38.87      ,481.98      ,552.36      ,348.08
199603       ,30.70       ,36.42       ,38.76      ,469.62      ,535.26      ,338.82
199604       ,31.56       ,37.43       ,40.98      ,474.96      ,540.50      ,342.65
199605       ,33.30       ,38.49       ,42.84      ,483.89      ,548.72      ,350.32
199606       ,31.77       ,36.86       ,40.81      ,477.07      ,545.87      ,340.06
199607       ,28.62       ,36.98       ,41.03      ,460.17      ,504.36      ,382.72
199608       ,27.79       ,35.76       ,39.37      ,437.62      ,471.85      ,362.67
199609       ,28.86       ,36.67       ,40.52      ,446.48      ,489.02      ,372.35
199610       ,30.00       ,37.76       ,41.57      ,443.47      ,500.13      ,377.32
199611       ,29.77       ,37.40       ,42.58      ,429.98      ,490.30      ,368.32
199612       ,30.03       ,37.54       ,42.62      ,433.18      ,497.86      ,375.94
199701       ,29.49       ,36.71       ,41.92      ,438.66      ,500.82      ,377.97
199702       ,31.83       ,39.88       ,44.88      ,468.00      ,538.76      ,396.42
199703       ,34.44       ,41.36       ,47.02      ,491.30      ,566.20      ,416.26
199704       ,34.47       ,41.41       ,47.00      ,480.18      ,556.31      ,406.45
199705       ,32.94       ,39.77       ,45.14      ,472.78      ,545.40      ,397.91
199706       ,33.62       ,40.10       ,45.17      ,478.74      ,569.41      ,405.53
199707       ,34.12       ,40.49       ,48.81      ,485.29      ,594.72      ,440.93
199708       ,34.01       ,40.66       ,50.45      ,481.44      ,596.79      ,451.57
199709       ,30.54       ,37.37       ,46.60      ,420.94      ,524.52      ,406.59
199710       ,30.18       ,36.38       ,46.43      ,451.48      ,528.06      ,400.42
199711       ,26.05       ,31.24       ,40.26      ,377.91      ,441.22      ,329.60
199712       ,23.55       ,28.19       ,37.32      ,361.83      ,424.58      ,308.95
199801       ,22.13       ,26.79       ,36.75      ,361.28      ,430.83      ,301.81
199802       ,20.31       ,25.39       ,33.47      ,339.38      ,406.59      ,287.08
199803       ,22.42       ,27.31       ,36.24      ,365.41      ,451.40      ,327.55
199804       ,23.63       ,28.48       ,37.66      ,386.65      ,466.48      ,335.55
199805       ,23.71       ,28.76       ,38.62      ,394.52      ,467.72      ,332.46
199806       ,22.07       ,27.48       ,36.33      ,341.11      ,410.66      ,298.13
199807       ,19.63       ,25.22       ,31.38      ,315.39      ,400.88      ,416.00
199808       ,19.84       ,25.50       ,31.00      ,313.19      ,415.61      ,427.24
199809       ,16.30       ,21.03       ,24.88      ,242.12      ,282.18      ,318.16
199810       ,16.66       ,20.78       ,24.38      ,254.63      ,292.43      ,338.68
199811       ,17.33       ,21.26       ,24.49      ,277.23      ,339.96      ,370.83
199812       ,18.67       ,22.77       ,26.20      ,284.54      ,366.16      ,395.86
199901       ,18.29       ,22.82       ,25.40      ,274.99      ,357.05      ,385.62
199902       ,17.73       ,21.95       ,23.83      ,272.76      ,356.04      ,371.67
199903       ,17.78       ,21.79       ,23.38      ,276.96      ,353.57      ,373.07
199904       ,19.15       ,23.93       ,25.37      ,302.88      ,385.19      ,405.93
199905       ,21.67       ,26.92       ,27.66      ,344.32      ,418.99      ,457.52
199906       ,22.68       ,28.69       ,28.75      ,326.52      ,412.07      ,452.12
199907       ,26.61       ,27.37       ,34.38      ,557.90      ,553.93      ,458.70
199908       ,27.28       ,27.46       ,32.91      ,568.93      ,537.38      ,441.54
199909       ,29.26       ,28.34       ,32.46      ,592.52      ,546.16      ,439.23
199910       ,29.56       ,27.78       ,31.35      ,578.89      ,525.12      ,427.41
199911       ,31.07       ,28.57       ,31.80      ,592.34      ,540.24      ,445.12
199912       ,33.12       ,30.31       ,33.89      ,675.50      ,581.07      ,469.50
200001       ,32.73       ,30.93       ,36.11      ,754.61      ,649.22      ,533.78
200002       ,33.98       ,32.35       ,38.67      ,747.24      ,654.02      ,537.47
200003       ,34.25       ,31.74       ,40.40      ,802.97      ,648.65      ,554.31
200004       ,33.96       ,32.17       ,41.17      ,811.13      ,640.23      ,567.09
200005       ,29.54       ,28.97       ,37.61      ,724.31      ,572.97      ,496.58
200006       ,29.19       ,27.56       ,35.55      ,706.37      ,562.48      ,471.94
200007       ,27.64       ,34.15       ,35.76      ,474.82      ,702.60      ,728.68
200008       ,26.68       ,33.19       ,33.67      ,465.13      ,657.56      ,681.60
200009       ,26.07       ,32.82       ,33.19      ,465.23      ,653.46      ,698.21
200010       ,23.99       ,30.37       ,29.87      ,430.24      ,586.45      ,613.18
200011       ,21.43       ,27.39       ,26.39      ,398.32      ,527.10      ,566.35
200012       ,19.95       ,25.52       ,24.10      ,371.50      ,487.12      ,501.42
200101       ,19.36       ,24.31       ,22.47      ,376.26      ,501.61      ,498.78
200102       ,20.88       ,26.54       ,24.53      ,417.18      ,556.59      ,577.07
200103       ,20.96       ,26.09       ,24.34      ,402.99      ,515.97      ,526.26
200104       ,20.05       ,24.82       ,23.17      ,368.71      ,474.20      ,471.77
200105       ,19.74       ,24.95       ,23.34      ,383.42      ,494.61      ,490.47
200106       ,19.55       ,25.29       ,23.74      ,395.12      ,496.31      ,488.80
200107       ,18.33       ,20.05       ,23.29      ,318.25      ,428.87      ,535.78
200108       ,17.19       ,18.72       ,21.48      ,293.28      ,401.52      ,496.46
200109       ,17.17       ,18.55       ,20.85      ,296.90      ,396.85      ,475.52
200110       ,14.77       ,15.98       ,18.00      ,258.31      ,333.92      ,394.04
200111       ,15.25       ,16.69       ,19.03      ,262.36      ,341.39      ,428.33
200112       ,16.21       ,18.03       ,20.46      ,283.50      ,371.06      ,485.40
200201       ,16.81       ,18.85       ,21.09      ,298.73      ,391.09      ,534.19
200202       ,17.80       ,20.09       ,21.88      ,310.19      ,408.64      ,542.69
200203       ,17.61       ,20.21       ,21.58      ,312.21      ,422.84      ,542.75
200204       ,19.09       ,21.96       ,23.03      ,327.20      ,444.42      ,587.43
200205       ,20.00       ,22.37       ,23.21      ,331.57      ,441.92      ,583.60
200206       ,19.90       ,22.05       ,23.04      ,323.42      ,432.50      ,568.82
200207       ,15.34       ,18.68       ,20.24      ,336.65      ,474.56      ,384.77
200208       ,14.51       ,17.87       ,19.27      ,304.56      ,442.54      ,358.42
200209       ,14.31       ,17.88       ,19.38      ,306.44      ,448.87      ,365.66
200210       ,12.61       ,15.94       ,16.57      ,272.46      ,398.52      ,331.04
200211       ,13.21       ,16.65       ,17.52      ,288.38      ,429.28      ,346.02
200212       ,13.97       ,17.46       ,18.39      ,309.04      ,452.88      ,366.50
200301       ,13.52       ,16.80       ,17.47      ,300.25      ,434.94      ,355.43
200302       ,14.23       ,17.14       ,17.54      ,300.88      ,431.91      ,351.25
200303       ,13.86       ,16.73       ,17.21      ,293.87      ,421.22      ,342.74
200304       ,13.36       ,16.07       ,16.23      ,284.54      ,411.56      ,330.21
200305       ,14.12       ,17.27       ,17.80      ,309.33      ,453.52      ,355.69
200306       ,15.36       ,18.58       ,18.83      ,332.07      ,483.04      ,381.56
200307       ,15.31       ,20.36       ,20.63      ,360.48      ,444.04      ,560.94
200308       ,15.91       ,21.21       ,21.44      ,376.79      ,460.07      ,603.82
200309       ,16.51       ,22.12       ,21.98      ,403.32      ,491.46      ,641.82
200310       ,17.00       ,22.67       ,22.60      ,411.98      ,497.27      ,645.32
200311       ,18.16       ,23.87       ,23.41      ,442.61      ,532.26      ,702.85
200312       ,18.59       ,24.40       ,23.97      ,448.41      ,538.56      ,708.21
200401       ,19.68       ,26.06       ,24.87      ,484.29      ,578.94      ,750.42
200402       ,20.78       ,26.65       ,25.97      ,497.70      ,591.14      ,793.72
200403       ,21.97       ,27.36       ,26.99      ,516.02      ,618.50      ,835.35
200404       ,22.28       ,27.59       ,26.99      ,522.18      ,620.17      ,857.66
200405       ,21.34       ,26.34       ,25.79      ,476.82      ,573.01      ,798.18
200406       ,20.43       ,25.13       ,24.90      ,461.33      ,556.31      ,776.02
200407       ,17.86       ,22.08       ,26.15      ,457.07      ,696.62      ,666.35
200408       ,17.46       ,21.75       ,25.14      ,451.02      ,676.70      ,647.55
200409       ,17.96       ,22.78       ,25.95      ,471.64      ,705.47      ,671.21
200410       ,18.94       ,24.42       ,27.15      ,497.26      ,746.60      ,710.61
200411       ,19.38       ,24.75       ,27.99      ,512.57      ,763.97      ,728.35
200412       ,21.05       ,26.83       ,30.92      ,556.71      ,831.29      ,789.15
200501       ,22.25       ,28.28       ,32.65      ,582.17      ,864.97      ,824.84
200502       ,23.21       ,29.32       ,34.18      ,584.49      ,871.20      ,828.79
200503       ,25.15       ,32.11       ,36.88      ,632.37      ,945.64      ,908.31
200504       ,23.79       ,30.10       ,35.14      ,587.52      ,886.17      ,858.00
200505       ,23.21       ,29.28       ,34.45      ,570.18      ,856.83      ,834.69
200506       ,23.85       ,29.94       ,35.04      ,582.44      ,880.40      ,872.39
200507       ,24.53       ,30.24       ,34.81      ,696.56      ,880.33      ,743.59
200508       ,26.00       ,32.23       ,36.32      ,751.71      ,935.33      ,779.58
200509       ,25.46       ,31.77       ,36.03      ,752.01      ,954.21      ,781.46
200510       ,26.80       ,33.81       ,38.18      ,822.60     ,1035.14      ,846.28
200511       ,26.07       ,32.45       ,37.06      ,775.75      ,964.35      ,798.40
200512       ,28.26       ,35.06       ,40.40      ,844.54     ,1034.48      ,847.20
200601       ,29.71       ,36.68       ,42.14      ,900.30     ,1094.03      ,897.86
200602       ,32.61       ,38.67       ,46.24     ,1001.70     ,1205.64      ,986.70
200603       ,33.37       ,39.28       ,47.06     ,1006.65     ,1219.72      ,983.94
200604       ,33.21       ,40.08       ,48.50     ,1006.73     ,1231.15      ,999.27
200605       ,35.71       ,43.39       ,51.86     ,1078.57     ,1328.52     ,1058.76
200606       ,32.90       ,39.60       ,47.18      ,972.16     ,1196.72      ,935.57
200607       ,28.87       ,42.63       ,45.95      ,886.03     ,1545.92      ,994.31
200608       ,28.70       ,42.56       ,45.83      ,894.74     ,1561.24     ,1009.46
200609       ,29.21       ,44.06       ,47.27      ,903.02     ,1615.65     ,1040.34
200610       ,30.08       ,45.11       ,47.79      ,915.96     ,1619.22     ,1056.02
200611       ,31.91       ,47.63       ,49.97      ,950.07     ,1685.84     ,1115.09
200612       ,34.94       ,51.73       ,53.83     ,1019.35     ,1818.73     ,1190.91
200701       ,36.48       ,54.37       ,55.25     ,1064.42     ,1899.63     ,1249.31
200702       ,37.46       ,55.66       ,55.94     ,1050.10     ,1869.57     ,1247.89
200703       ,39.36       ,57.41       ,57.67     ,1057.47     ,1855.49     ,1247.85
200704       ,41.31       ,60.74       ,60.61     ,1104.45     ,1932.63     ,1299.14
200705       ,43.88       ,64.38       ,64.46     ,1157.78     ,2005.90     ,1378.59
200706       ,47.61       ,70.29       ,70.25     ,1208.63     ,2088.47     ,1466.98
200707       ,43.22       ,54.88       ,69.50     ,1116.28     ,2024.77     ,1364.12
200708       ,46.12       ,58.53       ,72.01     ,1192.19     ,2138.42     ,1422.16
200709       ,43.44       ,54.67       ,66.18     ,1186.43     ,2082.14     ,1355.03
200710       ,45.65       ,57.41       ,70.14     ,1273.26     ,2291.37     ,1511.26
200711       ,46.82       ,58.92       ,72.45     ,1387.34     ,2539.54     ,1662.96
200712       ,43.97       ,55.07       ,66.47     ,1291.54     ,2377.30     ,1541.49
200801       ,44.14       ,56.12       ,67.13     ,1311.39     ,2415.91     ,1534.51
200802       ,39.39       ,49.45       ,57.09     ,1192.04     ,2107.56     ,1338.60
200803       ,41.63       ,53.18       ,60.41     ,1274.50     ,2239.65     ,1457.46
200804       ,39.61       ,50.73       ,55.69     ,1214.25     ,2139.29     ,1376.37
200805       ,41.33       ,52.76       ,58.02     ,1267.17     ,2320.91     ,1466.87
200806       ,41.43       ,52.78       ,58.88     ,1295.60     ,2363.40     ,1481.14
200807       ,34.92       ,58.17       ,68.99     ,1800.26     ,2137.20     ,1292.35
200808       ,33.62       ,55.62       ,66.89     ,1728.08     ,2033.93     ,1227.36
200809       ,30.85       ,51.21       ,59.73     ,1597.48     ,1864.18     ,1120.26
200810       ,25.16       ,40.80       ,46.19     ,1321.71     ,1546.66      ,888.84
200811       ,18.64       ,29.83       ,32.26      ,999.20     ,1109.57      ,606.76
200812       ,17.38       ,27.25       ,28.99      ,959.56     ,1007.63      ,548.02
200901       ,18.77       ,28.98       ,30.58     ,1018.40     ,1080.36      ,593.06
200902       ,17.79       ,28.10       ,29.00      ,948.70     ,1020.81      ,544.03
200903       ,17.30       ,27.05       ,27.60      ,911.57      ,962.30      ,514.33
200904       ,19.39       ,29.38       ,30.28     ,1016.41     ,1107.69      ,579.14
200905       ,22.36       ,34.78       ,36.24     ,1162.24     ,1288.32      ,702.29
200906       ,25.98       ,41.12       ,42.90     ,1333.74     ,1521.13      ,839.81
200907       ,25.55       ,40.35       ,43.26     ,1026.32     ,1572.25     ,1185.39
200908       ,27.97       ,44.84       ,48.48     ,1136.42     ,1732.85     ,1325.09
200909       ,28.71       ,46.52       ,50.51     ,1135.44     ,1725.39     ,1317.72
200910       ,31.26       ,50.84       ,54.50     ,1222.88     ,1895.12     ,1415.30
200911       ,31.77       ,50.80       ,54.89     ,1229.94     ,1876.64     ,1412.61
200912       ,33.00       ,53.43       ,57.78     ,1266.33     ,1955.60     ,1484.18
201001       ,35.20       ,56.65       ,62.00     ,1321.17     ,2033.26     ,1553.07
201002       ,34.82       ,54.85       ,60.22     ,1291.85     ,1930.61     ,1472.06
201003       ,35.89       ,56.44       ,61.39     ,1265.48     ,1930.20     ,1506.59
201004       ,38.69       ,60.94       ,65.57     ,1360.90     ,2084.05     ,1637.87
201005       ,40.19       ,63.09       ,67.23     ,1381.92     ,2118.61     ,1636.10
201006       ,35.68       ,56.92       ,59.98     ,1266.56     ,1927.85     ,1469.47
201007       ,35.78       ,54.81       ,50.88     ,1348.66     ,1881.42     ,1377.97
201008       ,38.48       ,58.61       ,53.70     ,1489.75     ,2015.56     ,1475.55
201009       ,38.42       ,58.72       ,52.86     ,1465.00     ,1977.99     ,1449.74
201010       ,42.54       ,64.67       ,58.58     ,1648.14     ,2183.24     ,1616.98
201011       ,43.99       ,67.99       ,61.79     ,1695.30     ,2234.36     ,1668.81
201012       ,43.07       ,66.19       ,59.97     ,1651.52     ,2194.31     ,1620.14
201101       ,45.64       ,69.95       ,63.24     ,1791.64     ,2347.22     ,1719.96
201102       ,44.66       ,68.41       ,61.68     ,1742.81     ,2297.37     ,1681.28
201103       ,43.14       ,66.63       ,59.66     ,1710.24     ,2258.37     ,1667.47
201104       ,44.71       ,68.28       ,61.60     ,1811.73     ,2377.74     ,1770.09
201105       ,46.05       ,70.77       ,63.94     ,1906.63     ,2431.31     ,1843.46
201106       ,44.89       ,68.54       ,61.28     ,1846.49     ,2377.63     ,1769.60
201107       ,43.13       ,66.71       ,66.65     ,1966.45     ,2337.77     ,1879.97
201108       ,44.11       ,67.46       ,67.30     ,1957.48     ,2337.39     ,1878.07
201109       ,40.16       ,60.57       ,59.41     ,1793.24     ,2112.76     ,1682.63
201110       ,34.43       ,50.77       ,49.40     ,1566.08     ,1803.36     ,1387.52
201111       ,37.48       ,55.79       ,54.40     ,1729.75     ,2036.66     ,1577.76
201112       ,35.01       ,51.80       ,50.58     ,1620.71     ,1909.81     ,1468.10
201201       ,34.89       ,51.56       ,48.80     ,1605.58     ,1889.33     ,1422.92
201202       ,37.71       ,56.63       ,53.65     ,1778.90     ,2097.31     ,1607.49
201203       ,40.75       ,61.23       ,58.07     ,1871.03     ,2232.70     ,1715.81
201204       ,39.53       ,59.37       ,56.35     ,1808.42     ,2163.00     ,1666.10
201205       ,38.64       ,58.18       ,54.63     ,1791.12     ,2132.41     ,1605.72
201206       ,34.97       ,52.80       ,48.86     ,1595.86     ,1893.60     ,1437.97
201207       ,34.95       ,56.34       ,57.23     ,1364.77     ,2348.24     ,1461.37
201208       ,34.03       ,55.70       ,56.61     ,1380.72     ,2390.68     ,1463.53
201209       ,34.82       ,57.09       ,58.45     ,1374.55     ,2389.30     ,1475.38
201210       ,36.60       ,60.00       ,61.19     ,1457.08     ,2518.14     ,1563.21
201211       ,36.35       ,59.45       ,61.04     ,1450.37     ,2504.94     ,1535.59
201212       ,36.52       ,59.87       ,60.75     ,1468.77     ,2538.25     ,1546.54
201301       ,38.04       ,62.63       ,63.86     ,1545.71     ,2662.26     ,1615.96
201302       ,39.55       ,64.21       ,65.42     ,1570.55     ,2688.13     ,1655.46
201303       ,39.86       ,64.62       ,66.42     ,1557.12     ,2666.17     ,1634.40
201304       ,40.09       ,64.86       ,65.77     ,1545.06     ,2627.00     ,1606.29
201305       ,40.96       ,66.14       ,66.40     ,1558.26     ,2652.58     ,1612.72
201306       ,41.32       ,65.76       ,65.53     ,1524.88     ,2577.77     ,1587.01
201307       ,39.69       ,60.99       ,58.47     ,1342.72     ,2074.99     ,1935.97
201308       ,40.15       ,61.39       ,59.36     ,1368.48     ,2105.29     ,1955.58
201309       ,38.86       ,59.26       ,57.24     ,1328.11     ,2046.99     ,1911.95
201310       ,41.25       ,63.04       ,60.38     ,1414.83     ,2184.89     ,2042.87
201311       ,42.32       ,65.40       ,61.97     ,1456.50     ,2275.94     ,2149.59
201312       ,41.75       ,64.59       ,60.06     ,1420.94     ,2235.20     ,2128.50
201401       ,42.12       ,65.02       ,60.22     ,1430.76     ,2196.65     ,2114.08
201402       ,41.14       ,63.03       ,58.38     ,1332.29     ,2046.66     ,2000.19
201403       ,43.13       ,65.84       ,60.73     ,1371.03     ,2095.58     ,2103.01
201404       ,44.00       ,67.19       ,62.65     ,1420.61     ,2162.47     ,2119.02
201405       ,44.21       ,67.39       ,62.99     ,1423.29     ,2175.15     ,2124.44
201406       ,46.36       ,70.00       ,65.58     ,1465.93     ,2248.62     ,2215.11
201407       ,44.89       ,72.82       ,65.56     ,1532.54     ,2283.45     ,1869.30
201408       ,44.59       ,72.58       ,65.00     ,1556.00     ,2320.54     ,1886.19
201409       ,45.41       ,74.15       ,66.37     ,1594.94     ,2375.65     ,1903.24
201410       ,43.72       ,71.46       ,63.50     ,1489.38     ,2206.12     ,1790.31
201411       ,42.75       ,70.02       ,63.03     ,1496.77     ,2204.75     ,1825.37
201412       ,41.56       ,68.05       ,61.22     ,1492.10     ,2173.69     ,1808.30
201501       ,40.29       ,65.17       ,59.02     ,1453.09     ,2061.22     ,1736.30
201502       ,40.55       ,65.27       ,59.09     ,1469.82     ,2072.93     ,1756.03
201503       ,41.41       ,66.87       ,60.10     ,1502.95     ,2135.68     ,1786.15
201504       ,41.30       ,66.71       ,59.69     ,1473.39     ,2094.58     ,1792.26
201505       ,44.86       ,72.92       ,64.85     ,1582.10     ,2246.56     ,1906.29
201506       ,45.43       ,72.54       ,65.69     ,1521.96     ,2178.20     ,1838.10
201507       ,42.80       ,71.66       ,63.41     ,1177.02     ,2316.73     ,1949.70
201508       ,39.90       ,66.19       ,58.69     ,1090.71     ,2159.79     ,1809.15
201509       ,36.03       ,59.90       ,52.16      ,994.12     ,1962.17     ,1653.95
201510       ,36.11       ,60.11       ,52.17      ,959.90     ,1913.83     ,1611.56
201511       ,38.19       ,63.78       ,55.18     ,1012.25     ,2049.56     ,1741.81
201512       ,37.59       ,62.49       ,54.49      ,975.74     ,1966.85     ,1727.09
201601       ,37.66       ,62.00       ,54.32      ,958.49     ,1922.49     ,1673.15
201602       ,34.79       ,57.02       ,50.24      ,916.61     ,1794.33     ,1573.66
201603       ,34.69       ,57.08       ,49.49      ,923.13     ,1773.66     ,1565.90
201604       ,38.21       ,63.42       ,54.41     ,1025.56     ,2005.88     ,1740.70
201605       ,39.08       ,64.71       ,55.34     ,1048.18     ,2032.20     ,1736.49
201606       ,37.46       ,62.17       ,53.26      ,994.42     ,1946.23     ,1705.21
201607       ,43.54       ,60.16       ,59.80     ,1295.57     ,1918.24     ,1780.86
201608       ,45.52       ,62.94       ,61.98     ,1356.28     ,1999.27     ,1847.34
201609       ,45.84       ,64.00       ,61.87     ,1365.30     ,2047.28     ,1916.52
201610       ,46.56       ,65.16       ,62.77     ,1369.97     ,2057.52     ,1953.71
201611       ,46.76       ,64.59       ,62.25     ,1372.76     ,2073.97     ,1918.76
201612       ,45.02       ,62.19       ,59.19     ,1309.80     ,2004.61     ,1800.22
201701       ,45.42       ,62.90       ,59.98     ,1316.04     ,2013.51     ,1785.61
201702       ,48.28       ,65.91       ,61.84     ,1395.33     ,2112.21     ,1885.20
201703       ,50.31       ,67.85       ,64.05     ,1432.44     ,2178.72     ,1964.83
201704       ,51.74       ,70.30       ,65.19     ,1475.39     ,2228.47     ,2021.07
201705       ,52.21       ,70.88       ,65.86     ,1499.48     ,2251.19     ,2077.02
201706       ,51.90       ,70.93       ,66.39     ,1530.33     ,2297.86     ,2150.05
201707       ,49.96       ,70.00       ,68.18     ,1358.91     ,2237.73     ,2298.70
201708       ,51.48       ,71.84       ,69.85     ,1417.52     ,2313.81     ,2477.87
201709       ,52.07       ,72.61       ,70.50     ,1454.56     ,2338.90     ,2539.62
201710       ,52.24       ,73.16       ,71.31     ,1433.94     ,2332.06     ,2538.25
201711       ,53.49       ,74.71       ,72.79     ,1454.79     ,2408.30     ,2638.59
201712       ,53.89       ,74.97       ,73.22     ,1427.34     ,2416.66     ,2661.61
201801       ,55.94       ,77.42       ,75.99     ,1481.05     ,2506.38     ,2731.26
201802       ,58.81       ,81.84       ,82.12     ,1607.60     ,2691.95     ,2956.85
201803       ,57.07       ,79.54       ,79.34     ,1541.56     ,2568.61     ,2819.00
201804       ,56.91       ,78.93       ,79.95     ,1516.32     ,2541.88     ,2745.10
201805       ,56.81       ,78.53       ,79.88     ,1516.52     ,2545.64     ,2684.71
201806       ,55.69       ,77.06       ,79.26     ,1456.88     ,2425.89     ,2656.76
201807       ,53.97       ,76.28       ,72.12     ,1755.05     ,2269.66     ,2631.47
201808       ,54.10       ,76.04       ,71.73     ,1797.32     ,2330.29     ,2624.83
201809       ,52.87       ,73.60       ,69.04     ,1742.81     ,2291.06     ,2535.70
201810       ,51.50       ,71.33       ,66.71     ,1764.65     ,2299.85     ,2422.31
201811       ,47.23       ,64.95       ,59.95     ,1653.63     ,2118.02     ,2145.24
201812       ,49.02       ,67.81       ,62.21     ,1696.13     ,2189.79     ,2302.26
201901       ,48.56       ,66.94       ,61.51     ,1659.58     ,2159.36     ,2209.67
201902       ,50.80       ,71.20       ,64.63     ,1798.55     ,2291.04     ,2414.87
201903       ,51.12       ,71.99       ,65.39     ,1792.36     ,2297.92     ,2425.82
201904       ,51.35       ,73.07       ,66.48     ,1768.02     ,2315.92     ,2483.41
201905       ,51.73       ,73.39       ,66.56     ,1771.80     ,2361.68     ,2545.91
201906       ,49.39       ,69.50       ,63.34     ,1671.44     ,2264.69     ,2287.31
201907       ,53.20       ,78.96       ,75.01     ,1666.19     ,2688.73     ,2387.19
201908       ,51.67       ,76.69       ,73.44     ,1619.91     ,2614.48     ,2364.68
201909       ,49.31       ,73.20       ,69.89     ,1541.17     ,2481.38     ,2275.16
201910       ,49.97       ,74.27       ,71.32     ,1562.48     ,2553.66     ,2302.14
201911       ,51.31       ,75.86       ,73.44     ,1602.78     ,2674.49     ,2391.23
201912       ,50.31       ,74.92       ,71.94     ,1577.31     ,2648.76     ,2439.72
202001       ,53.11       ,79.62       ,76.54     ,1678.11     ,2825.85     ,2616.97
202002       ,51.24       ,77.23       ,75.18     ,1592.14     ,2658.12     ,2546.46
